Station,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm)
Pasir Panjang,2019,6,17,1.6,29.2,30.3,26.4,7.9,33.5,1.2,1.2,1.4
Pasir Panjang,2019,6,18,5.8,27.7,29.4,25.6,9.4,40.0,2.2,2.2,2.2
Pasir Panjang,2019,6,19,2.6,28.2,28.8,26.1,8.3,36.7,1.0,1.6,1.6
Pasir Panjang,2019,6,20,0.0,29.2,30.6,28.2,9.4,32.8,0.0,0.0,0.0
Pasir Panjang,2019,6,21,0.6,28.4,31.0,27.3,10.4,36.7,0.6,0.6,0.6
Pasir Panjang,2019,6,22,4.6,27.5,29.3,24.0,14.8,57.6,2.8,3.2,4.0
Pasir Panjang,2019,6,23,0.0,28.9,31.2,26.9,9.7,31.7,0.0,0.0,0.0
Pasir Panjang,2019,6,24,0.0,29.4,32.2,28.2,9.0,53.6,0.0,0.0,0.0
Pasir Panjang,2019,6,25,0.0,29.9,32.5,28.5,9.0,24.5,0.0,0.0,0.0
Pasir Panjang,2019,6,26,6.4,28.4,30.3,25.0,12.6,74.9,5.6,6.4,6.4
Pasir Panjang,2019,6,27,0.0,29.4,31.5,27.8,8.3,23.0,0.0,0.0,0.0
Pasir Panjang,2019,6,28,0.0,29.8,31.9,28.5,9.0,31.7,0.0,0.0,0.0
Pasir Panjang,2019,6,29,0.4,29.3,31.8,27.8,10.1,35.3,0.4,0.4,0.4
Pasir Panjang,2019,6,30,0.4,29.0,30.8,26.8,9.7,36.4,0.4,0.4,0.4
Pasir Panjang,2019,7,1,0.0,29.6,31.6,28.5,8.6,29.9,0.0,0.0,0.0
Pasir Panjang,2019,7,2,0.0,29.7,31.9,28.6,8.6,28.4,0.0,0.0,0.0
Pasir Panjang,2019,7,3,21.6,28.9,30.7,21.1,10.1,83.9,19.4,21.6,21.6
Pasir Panjang,2019,7,4,2.0,29.4,31.5,26.4,9.0,42.1,2.0,2.0,2.0
Pasir Panjang,2019,7,5,0.0,29.6,32.4,28.3,9.4,31.0,0.0,0.0,0.0
Pasir Panjang,2019,7,6,0.0,29.6,32.0,28.4,9.0,34.9,0.0,0.0,0.0
Pasir Panjang,2019,7,7,1.2,29.1,31.5,28.0,9.7,38.2,1.0,1.2,1.2
Pasir Panjang,2019,7,8,3.4,28.6,30.7,25.5,8.3,42.8,2.4,2.4,2.4
Pasir Panjang,2019,7,9,9.6,27.8,29.3,24.5,10.1,49.7,3.6,4.8,5.8
Pasir Panjang,2019,7,10,0.0,29.4,32.0,27.9,11.2,32.4,0.0,0.0,0.0
Pasir Panjang,2019,7,11,0.0,29.7,32.3,27.9,9.7,30.2,0.0,0.0,0.0
Pasir Panjang,2019,7,12,0.0,29.7,32.2,27.9,8.3,26.6,0.0,0.0,0.0
Pasir Panjang,2019,7,13,0.0,29.7,31.8,28.3,9.4,26.6,0.0,0.0,0.0
Pasir Panjang,2019,7,14,0.0,29.7,32.1,28.4,9.0,22.7,0.0,0.0,0.0
Pasir Panjang,2019,7,15,0.6,27.7,29.1,25.4,13.3,65.5,0.6,0.6,0.6
Pasir Panjang,2019,7,16,0.0,29.3,32.1,27.7,8.6,38.5,0.0,0.0,0.0
Pasir Panjang,2019,7,17,0.0,29.3,31.0,28.3,9.4,30.6,0.0,0.0,0.0
Pasir Panjang,2019,7,18,0.0,29.3,31.0,28.2,10.1,28.4,0.0,0.0,0.0
Pasir Panjang,2019,7,19,0.0,29.2,31.4,28.1,8.6,26.6,0.0,0.0,0.0
Pasir Panjang,2019,7,20,0.0,29.4,31.4,28.1,9.0,28.4,0.0,0.0,0.0
Pasir Panjang,2019,7,21,0.0,28.9,30.7,27.9,8.3,34.9,0.0,0.0,0.0
Pasir Panjang,2019,7,22,0.0,28.6,31.0,27.8,8.6,34.2,0.0,0.0,0.0
Pasir Panjang,2019,7,23,28.0,27.6,28.8,23.6,10.1,53.6,11.8,20.2,26.4
Pasir Panjang,2019,7,24,11.8,28.6,30.5,25.3,8.6,32.8,8.2,8.2,11.6
Pasir Panjang,2019,7,25,0.0,29.1,31.4,28.0,9.0,36.4,0.0,0.0,0.0
Pasir Panjang,2019,7,26,0.0,29.4,32.0,27.8,9.0,35.6,0.0,0.0,0.0
Pasir Panjang,2019,7,27,0.0,29.4,32.2,28.0,10.4,31.3,0.0,0.0,0.0
Pasir Panjang,2019,7,28,0.0,29.4,31.3,27.9,10.1,27.0,0.0,0.0,0.0
Pasir Panjang,2019,7,29,0.0,29.7,32.9,28.2,10.4,32.0,0.0,0.0,0.0
Pasir Panjang,2019,7,30,2.0,29.3,32.0,27.4,9.7,36.0,1.8,1.8,1.8
Pasir Panjang,2019,7,31,0.0,29.5,31.0,28.6,9.7,31.7,0.0,0.0,0.0
Pasir Panjang,2019,8,1,0.0,29.4,31.5,28.1,9.4,41.8,0.0,0.0,0.0
Pasir Panjang,2019,8,2,0.0,29.5,31.9,28.0,10.1,28.4,0.0,0.0,0.0
Pasir Panjang,2019,8,3,0.0,29.5,32.3,28.0,10.4,34.9,0.0,0.0,0.0
Pasir Panjang,2019,8,4,0.0,29.2,30.8,28.1,10.1,31.7,0.0,0.0,0.0
Pasir Panjang,2019,8,5,0.0,29.2,31.3,28.1,9.7,33.8,0.0,0.0,0.0
Pasir Panjang,2019,8,6,0.0,29.1,31.9,28.0,8.6,26.6,0.0,0.0,0.0
Pasir Panjang,2019,8,7,0.0,29.1,31.3,27.7,9.0,31.0,0.0,0.0,0.0
Pasir Panjang,2019,8,8,0.0,29.1,31.9,28.0,9.7,37.4,0.0,0.0,0.0
Pasir Panjang,2019,8,9,0.0,29.1,31.0,27.8,9.0,33.1,0.0,0.0,0.0
Pasir Panjang,2019,8,10,0.0,29.3,31.7,28.1,9.0,25.9,0.0,0.0,0.0
Pasir Panjang,2019,8,11,0.0,29.6,32.6,28.0,9.0,31.0,0.0,0.0,0.0
Pasir Panjang,2019,8,12,0.0,29.6,32.0,28.0,9.7,31.3,0.0,0.0,0.0
Pasir Panjang,2019,8,13,0.0,29.5,31.9,28.1,10.1,35.6,0.0,0.0,0.0
Pasir Panjang,2019,8,14,0.0,29.5,32.1,28.0,9.7,34.2,0.0,0.0,0.0
Pasir Panjang,2019,8,15,0.0,29.1,31.8,28.1,11.5,49.7,0.0,0.0,0.0
Pasir Panjang,2019,8,16,0.0,29.5,31.8,28.1,10.1,38.5,0.0,0.0,0.0
Pasir Panjang,2019,8,17,4.4,29.1,31.2,25.1,10.1,36.4,4.0,4.2,4.4
Pasir Panjang,2019,8,18,0.0,29.6,32.2,28.2,11.2,29.5,0.0,0.0,0.0
Pasir Panjang,2019,8,19,0.0,29.4,31.9,27.7,9.4,31.3,0.0,0.0,0.0
Pasir Panjang,2019,8,20,0.0,29.4,32.2,27.9,11.2,30.6,0.0,0.0,0.0
Pasir Panjang,2019,8,21,0.0,29.5,31.7,28.1,10.1,25.9,0.0,0.0,0.0
Pasir Panjang,2019,8,22,0.0,29.5,32.1,28.1,10.4,45.4,0.0,0.0,0.0
Pasir Panjang,2019,8,23,0.0,29.6,32.2,28.2,10.8,28.4,0.0,0.0,0.0
Pasir Panjang,2019,8,24,0.0,29.5,32.2,27.7,9.7,31.3,0.0,0.0,0.0
Pasir Panjang,2019,8,25,0.0,28.9,30.7,27.4,11.9,46.1,0.0,0.0,0.0
Pasir Panjang,2019,8,26,9.2,28.6,31.6,24.7,10.8,32.0,9.0,9.2,9.2
Pasir Panjang,2019,8,27,0.0,27.5,28.8,25.3,13.0,71.3,0.0,0.0,0.0
Pasir Panjang,2019,8,28,0.2,27.4,28.1,26.0,11.2,61.6,0.2,0.2,0.2
Pasir Panjang,2019,8,29,0.0,29.0,31.0,27.5,9.0,28.8,0.0,0.0,0.0
Pasir Panjang,2019,8,30,10.2,28.6,30.1,24.7,10.4,54.4,10.0,10.2,10.2
Pasir Panjang,2019,8,31,0.0,28.9,31.3,27.7,10.8,38.5,0.0,0.0,0.0
Pasir Panjang,2019,9,1,0.0,29.4,31.7,27.9,9.0,35.3,0.0,0.0,0.0
Pasir Panjang,2019,9,2,0.0,29.7,32.5,28.1,9.7,28.1,0.0,0.0,0.0
Pasir Panjang,2019,9,3,0.0,29.6,31.7,28.2,10.1,27.7,0.0,0.0,0.0
Pasir Panjang,2019,9,4,12.2,28.6,31.5,23.5,10.8,46.4,8.2,11.6,12.2
Pasir Panjang,2019,9,5,2.4,29.2,32.3,27.0,9.7,25.9,2.2,2.4,2.4
Pasir Panjang,2019,9,6,0.0,29.2,31.5,27.8,9.7,25.9,0.0,0.0,0.0
Pasir Panjang,2019,9,7,0.0,29.4,31.7,27.8,10.8,29.5,0.0,0.0,0.0
Pasir Panjang,2019,9,8,0.0,29.3,32.0,27.8,10.1,32.0,0.0,0.0,0.0
Pasir Panjang,2019,9,9,0.0,29.4,31.8,27.8,9.7,27.0,0.0,0.0,0.0
Pasir Panjang,2019,9,10,0.0,29.3,32.5,27.8,10.4,29.2,0.0,0.0,0.0
Pasir Panjang,2019,9,11,0.0,29.3,32.4,27.6,10.4,35.6,0.0,0.0,0.0
Pasir Panjang,2019,9,12,0.0,29.2,31.9,27.6,9.4,28.4,0.0,0.0,0.0
Pasir Panjang,2019,9,13,0.0,29.2,32.2,27.7,9.0,32.0,0.0,0.0,0.0
Pasir Panjang,2019,9,14,0.0,28.7,29.9,27.8,7.9,27.4,0.0,0.0,0.0
Pasir Panjang,2019,9,15,0.0,28.9,31.5,27.6,9.7,29.9,0.0,0.0,0.0
Pasir Panjang,2019,9,16,0.0,28.9,31.5,27.4,9.0,28.4,0.0,0.0,0.0
Pasir Panjang,2019,9,17,0.0,29.2,32.0,27.6,9.0,25.9,0.0,0.0,0.0
Pasir Panjang,2019,9,18,0.0,29.3,31.7,27.9,10.8,27.0,0.0,0.0,0.0
Pasir Panjang,2019,9,19,0.0,29.3,31.8,27.8,10.4,27.7,0.0,0.0,0.0
Pasir Panjang,2019,9,20,0.0,29.0,31.7,27.6,9.7,29.2,0.0,0.0,0.0
Pasir Panjang,2019,9,21,0.0,29.3,32.3,27.1,10.1,28.8,0.0,0.0,0.0
Pasir Panjang,2019,9,22,0.0,29.3,32.7,27.1,11.9,32.4,0.0,0.0,0.0
Pasir Panjang,2019,9,23,0.4,28.9,31.8,27.8,10.8,29.9,0.4,0.4,0.4
Pasir Panjang,2019,9,24,0.4,29.5,33.7,27.1,11.9,35.3,0.4,0.4,0.4
Pasir Panjang,2019,9,25,68.4,26.9,29.7,24.0,12.2,45.0,32.6,39.6,54.2
Pasir Panjang,2019,9,26,0.0,28.2,31.0,25.6,13.3,34.9,0.0,0.0,0.0
Pasir Panjang,2019,9,27,0.2,28.7,31.3,27.4,11.5,33.1,0.2,0.2,0.2
Pasir Panjang,2019,9,28,0.0,28.7,31.3,26.8,10.8,38.2,0.0,0.0,0.0
Pasir Panjang,2019,9,29,26.4,28.1,31.5,23.7,13.0,51.1,15.6,15.6,24.0
Pasir Panjang,2019,9,30,42.0,26.9,29.1,23.2,12.6,42.5,24.2,35.0,35.0
Pasir Panjang,2019,10,1,0.0,27.9,29.8,26.1,10.4,27.7,0.0,0.0,0.0
Pasir Panjang,2019,10,2,1.4,27.4,30.5,25.0,12.2,37.4,0.4,0.6,1.0
Pasir Panjang,2019,10,3,0.0,27.7,30.4,25.0,10.4,24.5,0.0,0.0,0.0
Pasir Panjang,2019,10,4,0.0,28.2,30.2,26.9,9.0,32.4,0.0,0.0,0.0
Pasir Panjang,2019,10,5,0.4,28.2,31.5,23.9,9.7,44.6,0.4,0.4,0.4
Pasir Panjang,2019,10,6,0.0,28.8,31.8,26.4,10.8,29.2,0.0,0.0,0.0
Pasir Panjang,2019,10,7,20.2,27.8,31.7,23.7,9.4,38.5,14.4,19.2,19.4
Pasir Panjang,2019,10,8,0.0,27.8,29.9,25.8,13.0,33.1,0.0,0.0,0.0
Pasir Panjang,2019,10,9,0.0,28.5,31.6,26.8,10.8,29.5,0.0,0.0,0.0
Pasir Panjang,2019,10,10,0.0,28.6,31.4,26.3,12.2,32.0,0.0,0.0,0.0
Pasir Panjang,2019,10,11,0.0,29.1,32.3,26.4,11.2,27.7,0.0,0.0,0.0
Pasir Panjang,2019,10,12,0.0,29.1,32.1,27.7,10.8,32.8,0.0,0.0,0.0
Pasir Panjang,2019,10,13,0.0,29.0,32.2,27.1,10.8,33.5,0.0,0.0,0.0
Pasir Panjang,2019,10,14,0.0,29.4,32.9,27.2,10.8,30.2,0.0,0.0,0.0
Pasir Panjang,2019,10,15,0.0,29.1,32.2,27.5,11.2,36.7,0.0,0.0,0.0
Pasir Panjang,2019,10,16,0.0,29.1,31.1,27.4,11.9,32.4,0.0,0.0,0.0
Pasir Panjang,2019,10,17,0.0,28.5,31.2,27.0,11.5,42.8,0.0,0.0,0.0
Pasir Panjang,2019,10,18,2.2,28.0,30.2,26.5,12.6,37.1,2.2,2.2,2.2
Pasir Panjang,2019,10,19,0.0,28.9,31.3,26.8,11.2,31.0,0.0,0.0,0.0
Pasir Panjang,2019,10,20,0.0,28.9,32.0,27.3,10.4,30.6,0.0,0.0,0.0
Pasir Panjang,2019,10,21,3.4,28.6,31.2,26.3,9.7,29.9,1.0,1.2,1.6
Pasir Panjang,2019,10,22,35.0,26.2,28.8,24.0,15.8,48.6,13.8,18.8,24.0
Pasir Panjang,2019,10,23,0.4,27.7,31.3,24.8,12.6,35.6,0.2,0.2,0.2
Pasir Panjang,2019,10,24,0.2,28.7,31.8,27.0,11.2,27.4,0.2,0.2,0.2
Pasir Panjang,2019,10,25,34.8,28.6,33.8,23.4,13.7,52.2,25.8,32.0,34.8
Pasir Panjang,2019,10,26,20.0,27.2,31.0,23.3,14.4,39.6,14.4,17.0,19.8
Pasir Panjang,2019,10,27,14.8,27.4,31.5,25.1,16.6,40.7,6.2,11.6,13.2
Pasir Panjang,2019,10,28,0.0,27.2,29.9,25.2,16.2,47.2,0.0,0.0,0.0
Pasir Panjang,2019,10,29,0.0,28.8,31.4,26.5,13.7,39.2,0.0,0.0,0.0
Pasir Panjang,2019,10,30,0.0,28.4,30.8,26.8,14.8,45.4,0.0,0.0,0.0
Pasir Panjang,2019,10,31,0.0,28.6,30.9,26.7,15.8,56.5,0.0,0.0,0.0
Pasir Panjang,2019,11,1,0.0,28.3,30.7,25.7,17.3,74.9,0.0,0.0,0.0
Pasir Panjang,2019,11,2,0.0,29.5,32.1,27.7,11.5,43.2,0.0,0.0,0.0
Pasir Panjang,2019,11,3,13.6,27.8,30.8,24.0,14.4,67.3,13.0,13.6,13.6
Pasir Panjang,2019,11,4,0.4,29.1,30.8,26.9,14.0,39.2,0.4,0.4,0.4
Pasir Panjang,2019,11,5,19.0,28.5,31.0,24.8,11.9,36.0,18.6,19.0,19.0
Pasir Panjang,2019,11,6,0.0,29.5,31.6,27.6,10.8,32.4,0.0,0.0,0.0
Pasir Panjang,2019,11,7,0.0,29.9,32.2,27.7,13.0,33.5,0.0,0.0,0.0
Pasir Panjang,2019,11,8,21.8,28.1,31.0,23.2,18.7,83.9,15.4,19.0,21.2
Pasir Panjang,2019,11,9,0.0,29.1,32.1,27.2,15.5,44.6,0.0,0.0,0.0
Pasir Panjang,2019,11,10,0.0,28.9,31.5,25.3,19.4,76.7,0.0,0.0,0.0
Pasir Panjang,2019,11,11,0.0,28.9,30.2,26.8,16.6,45.4,0.0,0.0,0.0
Pasir Panjang,2019,11,12,0.0,28.5,31.3,27.3,16.6,48.6,0.0,0.0,0.0
Pasir Panjang,2019,11,13,0.0,29.2,31.9,27.4,14.4,37.4,0.0,0.0,0.0
Pasir Panjang,2019,11,14,0.0,28.4,30.7,27.0,14.4,34.9,0.0,0.0,0.0
Pasir Panjang,2019,11,15,1.4,27.7,29.8,26.6,19.1,47.9,1.4,1.4,1.4
Pasir Panjang,2019,11,16,0.0,28.5,32.0,26.6,15.8,40.0,0.0,0.0,0.0
Pasir Panjang,2019,11,17,0.0,29.4,32.9,27.2,14.0,34.6,0.0,0.0,0.0
Pasir Panjang,2019,11,18,17.6,28.6,32.6,25.1,14.4,51.1,10.8,10.8,17.2
Pasir Panjang,2019,11,19,4.2,27.6,31.0,25.6,15.5,64.1,2.4,2.6,2.6
Pasir Panjang,2019,11,20,16.6,26.7,29.8,24.3,18.0,37.4,13.6,15.6,15.8
Pasir Panjang,2019,11,21,0.0,27.0,29.9,25.8,18.4,43.9,0.0,0.0,0.0
Pasir Panjang,2019,11,22,0.0,27.1,31.1,25.9,16.9,36.0,0.0,0.0,0.0
Pasir Panjang,2019,11,23,0.2,27.0,30.6,24.9,19.1,52.6,0.2,0.2,0.2
Pasir Panjang,2019,11,24,1.0,26.9,30.8,25.7,16.6,36.0,0.4,0.4,0.8
Pasir Panjang,2019,11,25,41.2,27.4,30.8,23.7,16.2,51.5,30.8,41.0,41.2
Pasir Panjang,2019,11,26,0.0,28.6,33.1,25.9,18.4,41.4,0.0,0.0,0.0
Pasir Panjang,2019,11,27,0.0,28.3,31.3,26.4,15.1,39.6,0.0,0.0,0.0
Pasir Panjang,2019,11,28,1.2,28.4,32.1,26.4,15.1,35.6,1.2,1.2,1.2
Pasir Panjang,2019,11,29,45.0,26.9,31.4,24.5,17.3,42.5,11.2,15.4,26.4
Pasir Panjang,2019,11,30,0.6,27.6,32.3,25.6,16.9,37.8,0.6,0.6,0.6
Pasir Panjang,2019,12,1,2.4,28.0,32.5,26.1,16.2,48.6,2.4,2.4,2.4
Pasir Panjang,2019,12,2,22.2,26.5,31.1,23.8,19.1,55.4,5.8,8.0,14.4
Pasir Panjang,2019,12,3,0.0,27.6,30.5,25.5,22.7,52.6,0.0,0.0,0.0
Pasir Panjang,2019,12,4,0.0,28.2,31.1,26.3,23.8,50.4,0.0,0.0,0.0
Pasir Panjang,2019,12,5,0.2,27.8,30.2,26.4,22.0,46.1,0.2,0.2,0.2
Pasir Panjang,2019,12,6,0.0,28.4,32.1,26.3,24.5,50.0,0.0,0.0,0.0
Pasir Panjang,2019,12,7,0.0,28.0,29.8,26.7,23.4,57.2,0.0,0.0,0.0
Pasir Panjang,2019,12,8,0.0,27.0,29.3,25.8,17.6,49.3,0.0,0.0,0.0
Pasir Panjang,2019,12,9,8.6,25.4,27.0,24.1,25.6,55.8,2.8,4.4,6.2
Pasir Panjang,2019,12,10,5.2,26.0,27.3,24.5,19.8,41.0,1.8,2.8,3.8
Pasir Panjang,2019,12,11,16.0,24.5,26.0,23.6,22.3,49.0,2.4,3.4,6.2
Pasir Panjang,2019,12,12,0.0,27.2,31.3,24.0,24.5,50.0,0.0,0.0,0.0
Pasir Panjang,2019,12,13,23.2,25.7,27.6,23.8,21.6,49.3,12.0,12.6,13.6
Pasir Panjang,2019,12,14,23.8,24.5,26.1,23.6,18.7,39.2,2.8,4.6,8.2
Pasir Panjang,2019,12,15,21.6,24.5,25.8,23.7,19.8,35.3,4.2,6.2,8.0
Pasir Panjang,2019,12,16,0.0,25.8,29.7,23.3,21.6,43.2,0.0,0.0,0.0
Pasir Panjang,2019,12,17,4.8,25.9,28.6,25.1,18.7,37.4,1.6,3.0,4.0
Pasir Panjang,2019,12,18,0.4,26.1,29.4,24.6,20.9,49.7,0.4,0.4,0.4
Pasir Panjang,2019,12,19,0.4,26.9,30.5,24.8,19.1,43.6,0.4,0.4,0.4
Pasir Panjang,2019,12,20,0.0,27.4,30.6,25.4,20.2,42.1,0.0,0.0,0.0
Pasir Panjang,2019,12,21,43.2,26.7,29.9,24.5,21.2,44.3,28.8,41.4,42.6
Pasir Panjang,2019,12,22,0.0,27.3,30.3,25.4,22.0,43.9,0.0,0.0,0.0
Pasir Panjang,2019,12,23,0.0,27.4,31.5,25.6,20.5,45.0,0.0,0.0,0.0
Pasir Panjang,2019,12,24,0.0,27.6,31.1,25.6,23.4,52.2,0.0,0.0,0.0
Pasir Panjang,2019,12,25,6.0,27.4,31.2,25.1,20.5,45.7,5.6,6.0,6.0
Pasir Panjang,2019,12,26,0.0,27.6,30.2,25.6,21.6,43.2,0.0,0.0,0.0
Pasir Panjang,2019,12,27,0.0,28.0,32.1,25.7,23.0,47.9,0.0,0.0,0.0
Pasir Panjang,2019,12,28,0.0,27.7,31.4,25.5,22.3,47.9,0.0,0.0,0.0
Pasir Panjang,2019,12,29,0.0,28.1,32.3,25.9,22.0,44.3,0.0,0.0,0.0
Pasir Panjang,2019,12,30,0.0,28.4,32.4,25.8,22.3,45.4,0.0,0.0,0.0
Pasir Panjang,2019,12,31,0.0,28.4,32.3,26.1,22.7,45.7,0.0,0.0,0.0
Pasir Panjang,2020,1,1,0.0,28.3,31.4,26.4,24.1,52.6,0.0,0.0,0.0
Pasir Panjang,2020,1,2,0.0,28.0,30.8,26.0,23.0,47.9,0.0,0.0,0.0
Pasir Panjang,2020,1,3,0.0,28.2,31.8,26.5,22.3,60.5,0.0,0.0,0.0
Pasir Panjang,2020,1,4,2.2,27.7,30.6,26.0,23.8,54.0,2.2,2.2,2.2
Pasir Panjang,2020,1,5,0.0,28.3,32.5,26.0,24.5,47.5,0.0,0.0,0.0
Pasir Panjang,2020,1,6,2.4,27.1,32.2,24.8,27.4,54.0,1.6,1.8,2.2
Pasir Panjang,2020,1,7,2.4,26.9,30.0,23.9,25.9,58.7,0.8,1.4,2.2
Pasir Panjang,2020,1,8,0.8,27.8,31.4,26.0,24.1,64.1,0.6,0.6,0.6
Pasir Panjang,2020,1,9,0.6,28.1,31.3,26.3,24.1,47.9,0.6,0.6,0.6
Pasir Panjang,2020,1,10,4.4,27.1,30.7,25.0,23.4,56.9,3.6,4.0,4.4
Pasir Panjang,2020,1,11,0.0,28.1,30.8,25.6,22.7,40.3,0.0,0.0,0.0
Pasir Panjang,2020,1,12,22.0,27.4,30.9,22.8,19.8,56.9,21.2,21.8,21.8
Pasir Panjang,2020,1,13,0.0,27.6,31.8,25.0,22.3,47.2,0.0,0.0,0.0
Pasir Panjang,2020,1,14,0.0,27.8,31.8,25.5,24.1,46.4,0.0,0.0,0.0
Pasir Panjang,2020,1,15,0.0,27.9,31.1,25.8,23.4,43.9,0.0,0.0,0.0
Pasir Panjang,2020,1,16,9.0,27.5,31.6,26.0,21.2,45.4,3.8,5.0,5.0
Pasir Panjang,2020,1,17,0.6,28.0,32.7,25.4,23.8,45.4,0.4,0.4,0.4
Pasir Panjang,2020,1,18,5.6,27.6,31.3,26.0,21.2,44.3,3.0,3.0,4.8
Pasir Panjang,2020,1,19,1.0,28.4,32.7,26.0,22.0,43.2,0.8,1.0,1.0
Pasir Panjang,2020,1,20,2.0,27.9,32.0,25.9,22.7,43.9,1.6,2.0,2.0
Pasir Panjang,2020,1,21,3.0,26.6,28.4,25.5,25.9,50.4,2.2,2.2,2.8
Pasir Panjang,2020,1,22,0.0,28.2,31.7,25.8,25.2,52.9,0.0,0.0,0.0
Pasir Panjang,2020,1,23,0.0,28.3,32.7,26.2,23.0,52.9,0.0,0.0,0.0
Pasir Panjang,2020,1,24,0.0,28.2,32.0,25.9,24.1,54.7,0.0,0.0,0.0
Pasir Panjang,2020,1,25,0.0,28.4,32.9,25.5,21.6,43.6,0.0,0.0,0.0
Pasir Panjang,2020,1,26,0.0,28.3,31.6,25.9,19.4,44.6,0.0,0.0,0.0
Pasir Panjang,2020,1,27,1.2,28.1,31.3,25.9,19.4,43.6,1.2,1.2,1.2
Pasir Panjang,2020,1,28,8.6,28.5,31.7,26.4,18.7,44.6,8.4,8.4,8.4
Pasir Panjang,2020,1,29,111.4,26.4,30.4,23.9,19.8,43.9,34.2,59.6,67.6
Pasir Panjang,2020,1,30,0.0,27.6,32.0,24.3,21.2,43.2,0.0,0.0,0.0
Pasir Panjang,2020,1,31,0.0,28.4,31.9,26.5,22.3,50.4,0.0,0.0,0.0
Pasir Panjang,2020,2,1,0.0,28.6,31.6,26.7,21.6,55.8,0.0,0.0,0.0
Pasir Panjang,2020,2,2,0.0,28.0,31.0,26.5,26.3,60.8,0.0,0.0,0.0
Pasir Panjang,2020,2,3,0.0,28.2,32.3,25.6,23.4,48.2,0.0,0.0,0.0
Pasir Panjang,2020,2,4,0.0,27.9,31.6,25.4,24.5,47.9,0.0,0.0,0.0
Pasir Panjang,2020,2,5,0.0,28.1,32.5,25.6,24.5,51.1,0.0,0.0,0.0
Pasir Panjang,2020,2,6,0.0,28.4,32.7,26.2,25.2,49.7,0.0,0.0,0.0
Pasir Panjang,2020,2,7,0.0,28.3,31.6,26.2,25.6,51.1,0.0,0.0,0.0
Pasir Panjang,2020,2,8,0.0,28.1,31.5,25.5,23.0,48.6,0.0,0.0,0.0
Pasir Panjang,2020,2,9,8.6,26.7,29.9,24.0,25.6,68.8,6.8,6.8,6.8
Pasir Panjang,2020,2,10,11.6,26.7,30.3,23.7,20.9,56.5,8.8,8.8,8.8
Pasir Panjang,2020,2,11,18.4,26.7,29.2,24.5,19.4,40.0,6.2,6.8,8.6
Pasir Panjang,2020,2,12,0.4,28.1,31.9,25.5,19.4,40.7,0.2,0.2,0.2
Pasir Panjang,2020,2,13,0.0,28.4,32.5,26.3,22.0,48.6,0.0,0.0,0.0
Pasir Panjang,2020,2,14,0.0,28.6,32.7,26.2,21.2,45.4,0.0,0.0,0.0
Pasir Panjang,2020,2,15,0.0,28.2,31.2,25.9,18.7,41.4,0.0,0.0,0.0
Pasir Panjang,2020,2,16,0.0,28.1,31.3,26.8,19.8,40.7,0.0,0.0,0.0
Pasir Panjang,2020,2,17,0.0,28.9,33.3,26.2,23.0,48.6,0.0,0.0,0.0
Pasir Panjang,2020,2,18,0.0,27.5,30.4,25.4,24.5,53.3,0.0,0.0,0.0
Pasir Panjang,2020,2,19,0.0,28.3,32.1,26.5,24.5,56.2,0.0,0.0,0.0
Pasir Panjang,2020,2,20,0.2,28.3,31.7,26.2,26.6,57.6,0.2,0.2,0.2
Pasir Panjang,2020,2,21,10.4,27.3,29.9,24.5,25.9,60.8,7.0,7.0,7.0
Pasir Panjang,2020,2,22,1.6,28.1,31.3,25.5,26.3,65.9,0.8,0.8,1.6
Pasir Panjang,2020,2,23,0.0,28.2,31.3,26.2,28.4,58.3,0.0,0.0,0.0
Pasir Panjang,2020,2,24,1.8,27.5,30.4,26.1,27.0,66.2,1.0,1.0,1.0
Pasir Panjang,2020,2,25,0.0,28.3,32.0,25.9,24.5,46.4,0.0,0.0,0.0
Pasir Panjang,2020,2,26,0.0,28.7,32.6,26.0,24.5,48.6,0.0,0.0,0.0
Pasir Panjang,2020,2,27,0.0,28.7,32.9,26.2,23.8,46.8,0.0,0.0,0.0
Pasir Panjang,2020,2,28,0.0,28.7,32.9,26.5,24.8,52.2,0.0,0.0,0.0
Pasir Panjang,2020,2,29,0.0,28.5,33.0,25.8,24.8,57.2,0.0,0.0,0.0
Pasir Panjang,2020,3,1,0.0,28.6,33.1,25.9,23.8,50.0,0.0,0.0,0.0
Pasir Panjang,2020,3,2,0.0,28.8,33.1,26.1,23.0,45.4,0.0,0.0,0.0
Pasir Panjang,2020,3,3,0.0,28.9,33.0,26.4,24.1,48.2,0.0,0.0,0.0
Pasir Panjang,2020,3,4,35.2,28.5,33.5,24.6,22.0,41.4,25.4,35.2,35.2
Pasir Panjang,2020,3,5,18.0,27.8,30.7,25.4,21.2,53.3,16.6,18.0,18.0
Pasir Panjang,2020,3,6,2.4,27.9,31.1,26.0,20.9,42.8,2.2,2.2,2.2
Pasir Panjang,2020,3,7,5.0,27.9,32.9,25.3,22.0,46.4,2.6,2.8,4.6
Pasir Panjang,2020,3,8,8.8,28.0,31.4,26.2,19.8,45.4,8.6,8.6,8.6
